ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,result
13256,170000,2,2,2,29,0,0,0,0,0,0,161581,163500,166003,167287,165510,168507,0
13257,180000,2,2,2,24,0,0,0,0,0,-1,54357,19435,11718,5265,3950,270,0
13258,2.00E+05,1,1,2,36,1,-2,-2,-2,-1,-1,0,0,0,0,3774,0,0
13259,2.00E+05,1,2,1,55,1,2,2,2,2,0,181339,177233,188461,191363,188683,196057,1
13260,360000,2,1,2,26,-2,-2,-2,-2,-2,-2,145,3526,8510,7831,8864,10845,1
13261,10000,2,2,2,26,0,0,0,0,0,0,6346,7364,8374,8540,8719,8905,0
13262,60000,2,2,1,60,8,7,6,5,4,3,69183,68216,66616,65016,63449,62149,0
13263,40000,2,2,1,24,2,0,0,2,2,2,25618,26701,30421,29633,31548,30889,1
13264,1.00E+05,1,2,2,39,-1,-1,-1,-1,0,0,4530,4921,4560,4290,6670,8844,0
13265,50000,2,2,2,23,0,0,0,0,2,2,38333,40401,42897,44388,46528,44986,0
13266,3.00E+05,1,1,2,29,-2,-2,-2,-2,-2,-2,22391,3637,1705,-4,36581,332,0
13267,110000,1,3,2,29,0,0,0,0,0,2,64351,64739,75697,86483,97054,105553,1
13268,120000,1,1,1,37,0,0,0,0,0,0,19020,17570,16907,14920,10866,8788,0
13269,150000,1,2,1,45,0,0,0,0,0,2,64869,57318,35970,26727,71112,63889,0
13270,230000,2,2,2,30,-1,-1,-1,0,0,-1,1243,113,7978,2831,3518,846,0
13271,180000,2,2,1,35,0,0,-2,-2,-2,-2,43068,316,316,316,316,316,0
13272,320000,2,2,2,33,-1,-1,-1,0,0,-1,7444,5755,34909,16313,9279,5824,0
13273,80000,2,1,2,23,1,-1,2,-1,0,0,-12,2321,60,5182,2792,189,0
13274,160000,2,1,2,29,-1,-1,-1,0,-1,0,1289,2089,5464,2079,1908,1394,0
13275,50000,2,2,2,23,0,0,0,0,0,0,34997,36030,36740,37469,38254,39014,1
13276,180000,1,2,2,26,-1,-1,-1,-1,-1,-1,316,692,316,692,316,859,0
13277,110000,1,3,2,26,0,0,0,0,0,0,44089,29251,30454,33100,34727,36823,0
13278,150000,1,1,2,32,-1,-1,-1,-1,2,-1,994,10168,-4,5515,3673,6106,0
13279,210000,2,3,1,52,-1,-1,-1,-1,-1,-1,65265,38627,142285,22092,35141,56188,0
13280,10000,1,2,2,43,2,-1,-1,-1,-1,-1,654,608,654,5954,0,1308,1
13281,30000,2,2,2,22,-2,-1,2,-1,-1,-1,0,2343,126,4462,0,150,0
13282,450000,2,1,2,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,1
13283,110000,2,1,2,25,1,2,2,0,0,0,60491,61874,56386,44181,35538,25417,0
13284,270000,2,2,1,37,0,0,0,0,0,0,110593,102486,94362,86861,78538,70158,0
13285,50000,2,3,1,46,0,0,0,0,0,2,51207,47915,49073,47889,51139,49000,0
13286,1.00E+05,2,3,3,43,0,0,0,0,0,0,62300,63759,64448,38500,39469,40653,0
13287,360000,2,2,2,30,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0
13288,110000,2,2,1,32,1,2,0,0,0,0,75505,73740,75231,76265,77860,79251,1
13289,180000,2,3,2,55,-1,-1,0,0,0,0,6770,103101,104834,44452,41810,42641,0
13290,230000,2,1,1,34,2,2,2,2,2,2,190784,195724,198707,201634,205949,210077,0
13291,20000,2,3,1,41,0,0,0,2,2,2,7478,8497,10162,9852,10418,10102,0
13292,50000,2,1,2,22,2,2,2,2,2,2,46035,46620,47341,45527,48358,47442,1
13293,10000,1,3,2,31,0,0,0,0,0,0,5062,5687,6132,5851,5735,6087,0
13294,320000,1,1,1,46,0,-1,-1,-1,-1,-1,3337,9061,7809,5238,8594,3743,0
13295,280000,2,1,2,26,0,0,0,0,0,0,36395,35945,36381,36594,37010,36334,0
13296,20000,1,2,1,28,0,0,0,0,0,0,18537,19205,19687,19684,19842,19965,0
13297,70000,1,2,2,36,0,0,0,0,0,0,66888,69306,24348,24744,25195,25777,0
13298,80000,2,2,2,36,0,0,2,2,2,2,47502,50423,49311,52584,53589,54748,0
13299,2.00E+05,2,1,2,25,-1,-1,-2,-1,-1,-1,92400,0,0,92384,13180,1194,0
13300,30000,1,2,2,24,0,0,0,0,0,0,27306,28312,29327,27836,28423,29813,0
13301,1.00E+05,2,2,1,41,1,3,2,2,2,2,51345,50249,51421,52684,51400,0,1
13302,110000,1,1,2,26,0,0,0,0,0,0,64767,67724,49104,51202,50289,50528,0
13303,3.00E+05,2,1,1,33,-1,-1,-1,-1,0,-1,356,1313,5273,4345,1106,1322,0
13304,3.00E+05,2,2,1,31,0,0,0,0,0,0,89240,92016,92971,94817,96756,98325,0
13305,340000,2,1,2,29,0,0,0,0,0,0,82770,54523,30874,34939,40537,41658,0
13306,270000,1,1,1,37,-1,-1,-1,0,-1,-1,396,396,792,396,396,396,1
13307,1.00E+05,1,2,2,26,0,0,0,0,0,0,80117,46939,17841,15317,12630,11750,0
13308,50000,1,1,1,33,1,2,0,0,0,0,46745,45727,45515,45470,4220,4220,0
13309,360000,2,2,1,40,0,0,0,0,0,0,352583,343476,279728,264189,271688,288740,0
13310,90000,2,2,1,49,0,0,0,0,0,0,91263,70251,45385,46331,47494,48433,0
13311,140000,1,2,1,42,0,0,0,0,0,0,127939,100372,84587,65589,69117,65911,0
13312,150000,2,1,2,28,-1,-1,2,-1,-1,2,1159,2468,1159,1159,11476,10249,0
13313,50000,1,3,2,34,-2,-2,-2,-2,-2,-2,17095,18261,19313,19304,19725,5770,0
13314,30000,2,3,2,26,2,3,2,2,2,2,28189,27467,26729,27291,28819,29201,1
13315,230000,2,2,1,54,-2,-2,-2,-2,-2,-2,0,880,0,0,0,0,0
13316,240000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1306,1
13317,2.00E+05,2,1,1,44,-1,-1,-2,-2,-2,-1,65520,0,0,0,0,17480,0
13318,330000,1,2,1,42,-1,-1,-1,0,0,-1,118601,4101,133359,138959,102279,106172,0
13319,110000,1,1,1,29,0,0,0,0,0,0,51499,50405,49156,46426,43765,41295,0
13320,2.00E+05,2,3,1,54,0,0,0,0,0,0,114643,115828,116585,116005,118334,117902,0
13321,50000,2,2,3,46,0,0,0,0,0,0,44076,44406,45320,38446,36748,36827,0
13322,70000,2,1,2,27,0,0,0,0,-1,-1,69972,69528,67622,68922,1223,70027,0
13323,360000,2,2,1,59,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
13324,50000,2,2,2,54,0,0,0,0,0,0,4625,4832,10010,9357,8714,9733,1
13325,80000,2,3,2,28,-1,-1,-1,-2,-2,-2,4280,2800,0,0,0,0,0
13326,2.00E+05,2,2,1,69,0,0,0,0,0,0,106878,100879,102998,105090,107718,88964,0
13327,50000,1,2,2,27,0,0,0,0,0,0,47261,48054,47434,20099,18682,18538,1
13328,30000,1,1,2,27,0,0,0,0,-1,-1,18239,17963,18425,1183,2000,0,0
13329,390000,2,1,2,31,0,0,0,0,0,0,252109,252401,180074,178025,198721,162444,1
13330,380000,2,1,1,42,2,-1,-1,-1,0,-1,326,326,326,652,326,29326,1
13331,20000,2,2,1,46,0,0,0,0,0,3,16294,17327,18335,18935,20624,20702,1
13332,80000,2,2,2,31,0,0,0,0,0,0,28190,27045,22843,20578,19049,16221,1
13333,50000,2,2,1,49,0,0,0,0,0,0,47649,49100,50380,19144,17625,17246,0
13334,50000,2,1,1,25,0,0,0,0,2,0,11324,11811,13008,12540,10746,8482,0
13335,2.00E+05,1,2,2,44,-1,-1,-1,0,-1,-1,541,541,1082,541,541,541,0
13336,1.00E+05,1,3,2,28,-1,0,0,-1,-1,-1,103728,104908,65800,18300,33336,31558,1
13337,180000,1,1,2,31,-1,-1,-1,-2,-2,-2,300,253,0,0,0,0,0
13338,120000,2,2,2,27,-1,-1,2,-1,-1,-1,1066,5079,2528,4007,7457,2819,0
13339,390000,2,2,2,31,1,2,0,0,-1,-1,20852,18376,15229,18229,9290,1826,0
13340,250000,2,2,1,37,-1,-1,-1,-1,0,0,25366,36567,24079,13141,22728,9300,0
13341,350000,1,2,1,47,1,2,2,2,2,0,301553,287780,295141,291422,279294,276594,1
13342,70000,2,2,2,30,0,0,0,0,0,0,71856,71916,71442,68144,68671,68863,0
13343,210000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
13344,180000,1,1,2,29,0,0,0,0,0,0,85069,85434,116352,55698,37315,16696,0
13345,80000,1,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,1
13346,120000,2,3,2,26,-1,-1,-1,-1,-1,-1,1467,975,246,246,246,884,0
13347,210000,2,1,1,23,-2,-2,-2,-1,0,0,0,0,0,29337,30362,31356,1
13348,20000,1,2,1,38,-1,0,0,0,0,0,18669,19304,19905,20302,20133,20000,0
13349,150000,2,1,1,38,-1,-1,-2,-2,-2,-1,750,0,0,0,0,2040,1
13350,390000,1,1,1,38,0,0,0,0,0,0,30642,31843,32860,33511,34271,35040,0
13351,310000,2,1,2,36,-1,-1,-1,-1,-1,-1,6514,8619,6204,2905,7944,13125,0
13352,230000,2,1,2,27,0,0,0,0,0,0,10941,12058,13348,14620,15877,16611,0
13353,90000,2,2,1,51,0,0,0,0,0,0,12822,10944,12255,12192,12448,12895,0
13354,140000,1,1,2,29,0,0,0,2,2,2,11693,13490,16747,16183,17762,17327,0
13355,150000,2,1,2,28,0,0,0,0,0,0,105035,103502,92810,74078,75564,79941,0
13356,130000,1,2,2,27,0,0,0,-2,-2,-2,92043,61650,0,0,0,0,0
13357,210000,2,1,2,27,-1,-1,0,0,-1,0,1441,2557,3655,0,41257,35432,0
13358,1.00E+05,2,1,2,25,1,-1,-1,-1,-1,-2,0,3473,0,1012,0,0,0
13359,150000,1,5,1,36,0,0,0,0,0,0,220889,133616,136378,139219,142172,145065,0
13360,2.00E+05,2,1,2,29,0,-1,0,0,0,0,1467,439,2257,43720,43968,45182,0
13361,80000,2,2,2,27,0,0,2,0,0,0,78672,83807,81833,79673,79735,81271,0
13362,230000,1,1,2,27,-1,-1,-1,-1,-1,-1,5652,7652,2062,2007,2104,394,0
13363,50000,1,2,3,37,0,0,0,0,-1,0,49642,48381,44113,8522,17948,9390,0
13364,260000,2,2,2,33,-2,-1,0,0,0,0,4141,131000,129698,120375,118847,120361,0
13365,110000,1,2,2,23,0,0,0,2,2,2,43027,44340,48959,49672,50758,49676,0
13366,20000,1,3,1,56,0,0,2,0,0,0,14231,16074,14212,14694,13807,14412,0
13367,360000,2,2,1,42,1,-1,-1,-1,-1,-1,0,6815,0,1000,6344,2408,0
13368,160000,1,1,1,36,0,0,0,0,-1,-1,67879,36865,47986,0,15655,0,0
13369,10000,1,2,2,35,0,0,0,0,0,0,8857,8661,9055,9665,9297,5555,0
13370,150000,1,1,1,31,2,2,2,2,2,2,159734,160247,131511,129369,123191,132072,1
13371,5.00E+05,1,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
13372,5.00E+05,1,1,1,69,-1,-1,-1,-1,-1,-1,1200,5652,271,1234,1015,3579,0
13373,360000,2,2,2,28,0,0,0,0,0,-1,63352,58601,19567,16658,17249,247,0
13374,50000,2,1,2,28,0,0,0,0,0,2,48726,48261,39336,10142,10174,9904,0
13375,270000,2,1,1,35,2,0,0,0,0,0,128442,131185,134297,208396,106524,104447,0
13376,10000,2,3,1,58,0,0,0,0,0,0,7569,8598,9590,9782,9986,9173,0
13377,30000,2,2,1,29,0,0,0,0,0,0,15455,6570,11000,12460,28778,24244,0
13378,80000,2,3,1,30,1,-1,2,2,-2,-2,0,1684,1509,-357,-357,-357,0
13379,360000,2,2,1,27,-1,-1,-1,-1,-1,-1,896,778,-192,38469,7449,156,0
13380,120000,2,1,2,26,0,0,0,0,0,0,112774,115733,91961,94433,97787,87413,0
13381,4.00E+05,2,2,2,35,0,0,0,0,0,0,109943,222085,223350,213831,210563,211925,1
13382,5.00E+05,2,2,2,26,0,0,0,0,0,0,59039,58262,54586,29280,31284,29371,0
13383,140000,1,3,1,54,-1,-1,-1,-1,-1,-1,1045,1947,998,955,1976,1895,0
13384,110000,1,2,2,27,0,0,0,0,0,0,29734,31743,33202,34656,38596,40970,0
13385,30000,1,2,2,34,0,0,0,0,0,0,29949,24653,29779,29749,30053,29674,0
13386,140000,2,1,1,56,0,0,0,0,0,0,138468,93802,94531,96264,98135,100062,0
13387,150000,2,3,1,39,0,0,0,0,0,0,108755,112554,113583,115846,118369,121786,0
13388,280000,1,3,1,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,1
13389,20000,1,3,1,45,-1,2,0,0,2,0,5577,5346,9984,19089,18356,17203,0
13390,340000,2,3,1,36,-1,2,2,-1,-1,2,2566,1689,-11,35947,83360,82516,0
13391,60000,1,2,2,25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,1
13392,20000,1,1,1,62,0,0,0,0,0,0,17607,18711,9540,10540,11540,0,0
13393,50000,2,1,2,25,0,0,0,0,0,0,23794,22588,20376,10203,9868,9700,0
13394,2.00E+05,2,2,1,35,0,0,0,0,0,0,71561,74084,74770,75826,77741,79597,0
13395,180000,2,1,2,30,0,0,0,0,0,0,40311,43847,50763,69026,32030,33679,0
13396,240000,2,1,1,34,0,0,0,0,0,0,41484,42522,43538,44402,45333,46551,0
13397,360000,1,2,2,32,0,0,0,2,0,0,33215,28683,16989,12751,10272,9631,0
13398,50000,2,2,1,26,0,0,0,0,-1,0,49744,40859,20706,-1166,19133,19127,0
13399,1.00E+05,1,3,2,50,0,0,0,0,0,0,95889,96791,97414,69166,53270,-1465,0
13400,80000,2,3,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
13401,50000,2,3,1,32,2,2,2,2,2,2,46364,47429,46345,49231,48537,46774,1
13402,420000,2,3,2,27,-2,-2,-1,0,0,0,1486,-3341,116659,119808,122181,130976,1
13403,190000,2,1,1,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,0
13404,180000,2,2,1,33,1,-1,0,0,0,0,-84,482,6566,6905,7385,7847,0
13405,40000,2,1,2,22,0,0,0,0,0,0,34521,35662,36918,37478,20650,0,1
13406,50000,1,2,2,43,1,2,2,0,0,0,44344,45363,44326,44901,45844,48385,1
13407,10000,1,2,2,23,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,1
13408,2.00E+05,2,1,2,39,0,0,0,0,0,0,155693,158710,133245,131906,135533,137809,0
13409,120000,1,3,1,39,-1,-1,-1,0,0,0,7764,10721,30607,25005,19771,34315,0
13410,1.00E+05,2,2,1,48,2,2,2,0,0,0,44050,44508,42925,45596,46022,46785,0
13411,1.00E+05,2,1,2,24,0,-1,-1,-2,-2,-2,93411,4081,0,0,0,0,0
13412,360000,1,1,2,29,0,0,0,-2,-1,-1,229928,32890,-10,-10,2150,0,0
13413,1.00E+05,2,2,1,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,1
13414,290000,2,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,1
13415,240000,1,1,2,34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,0
13416,290000,2,2,1,37,0,0,0,0,-1,0,48978,58858,36129,20369,29521,59219,0
13417,5.00E+05,2,2,2,33,-2,-1,0,0,-2,-2,11058,18578,84087,50058,35036,4757,0
13418,50000,1,2,1,32,1,3,2,2,2,2,14949,14424,15888,15335,16485,16070,1
13419,220000,2,2,2,30,0,0,0,0,0,0,18598,24781,22901,23815,37748,16657,0
13420,20000,1,2,1,44,0,0,0,0,0,0,17441,17696,18672,18654,19584,19390,1
13421,420000,2,2,1,36,0,0,0,0,0,0,185882,172613,134188,121983,111256,103481,0
13422,1.00E+05,2,1,2,29,2,2,2,2,2,2,74032,75557,76434,74611,79292,80945,0
13423,230000,2,1,1,43,-1,-1,-1,-1,-1,3,3245,1855,5776,1332,5342,3162,1
13424,50000,2,2,1,53,0,0,0,0,-1,2,46940,48372,48184,3736,2003,380,1
13425,70000,1,1,1,42,0,0,2,2,0,0,119687,127218,128391,125183,124527,125255,0
13426,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,914,907,900,923,922,900,0
13427,90000,1,1,2,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,750,3091,0
13428,50000,1,2,2,24,0,0,0,0,0,0,44193,44790,29397,29157,29765,29941,0
13429,50000,2,3,2,22,2,2,2,0,0,0,42717,51319,50245,9246,18992,9697,0
13430,60000,2,1,2,26,1,-2,-1,-1,0,0,0,0,539,37970,39354,40048,0
13431,50000,2,3,2,41,2,2,0,0,0,0,23203,23534,24838,25429,26020,26541,1
13432,3.00E+05,2,1,1,58,-2,-2,-2,-2,-2,-2,1257,2851,0,4319,0,0,0
13433,30000,2,1,2,36,0,0,2,0,-1,-1,14254,16598,15908,16029,6501,0,1
13434,10000,1,1,2,25,0,0,0,0,0,0,9501,5794,7109,9082,7165,6951,0
13435,70000,1,1,2,30,0,0,0,0,0,0,36201,25510,11402,8464,6464,-1000,0
13436,160000,1,2,2,32,0,0,0,0,0,0,22506,24135,25418,28196,29961,49404,0
13437,260000,1,2,2,30,0,0,0,0,0,0,434442,443629,452727,48238,19335,7093,0
13438,360000,1,1,2,39,0,0,0,0,0,0,163150,150666,173353,156875,64965,36290,0
13439,60000,2,3,1,30,1,2,0,0,0,0,15442,16091,17512,18413,19951,21454,0
13440,180000,2,2,2,39,0,-1,-1,-1,-1,-1,57500,785,47392,0,460,0,0
13441,40000,2,2,2,23,2,2,2,2,2,2,33699,34766,33903,36266,36935,33441,1
13442,160000,1,2,2,36,-1,-1,-1,0,-1,-1,836,836,1672,836,836,836,0
13443,610000,2,1,2,35,0,0,0,0,0,0,389335,388150,392776,399343,402432,409912,0
13444,50000,2,3,2,35,0,0,0,0,0,0,9999,11020,12027,12109,12360,12602,0
13445,320000,1,1,1,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,221730,1
13446,150000,1,1,2,29,-1,0,0,0,0,-1,108756,152194,105290,149530,146455,141711,0
13447,170000,1,1,1,36,-1,-1,-1,-1,-1,-1,2015,2015,2015,2015,2015,1925,0
13448,5.00E+05,1,2,1,53,-2,-2,-2,-2,-2,-2,37979,9482,6058,7859,126683,7440,0
13449,2.00E+05,1,2,1,57,-1,-1,-1,-1,-1,-1,780,0,780,390,0,390,0
13450,290000,2,1,2,27,0,0,0,0,0,0,110359,108371,102628,1.00E+05,92238,90447,0
13451,40000,2,2,2,53,3,2,2,0,0,2,14186,15264,14708,14704,16997,16568,0
13452,3.00E+05,2,1,2,30,-1,-1,-1,-1,-1,-1,6045,7151,4790,3145,4274,0,0
13453,50000,1,3,2,32,2,0,0,0,0,0,40486,41526,42539,43532,42858,43481,1
13454,20000,1,2,2,29,0,0,0,0,2,0,10321,11348,12359,13730,13371,13491,0
13455,30000,2,2,1,22,1,2,2,0,0,0,28933,30175,29383,29823,30379,29686,0
13456,140000,1,2,2,34,1,2,2,0,0,0,94153,100214,97720,98997,101439,103840,0
13457,80000,1,2,1,32,-1,-1,-1,-1,-1,-1,1253,4091,4111,940,1550,4030,0
13458,260000,2,2,2,35,1,-2,-2,-1,-1,-1,0,0,0,8500,2890,210,0
13459,130000,2,1,2,27,1,-2,-1,0,0,0,-24,-350,30656,29426,29100,-1410,1
13460,380000,2,3,2,39,0,0,0,0,0,0,55241,49773,81365,87341,87358,103740,0
13461,2.00E+05,1,2,1,36,1,-2,-2,-2,-1,-1,0,0,0,0,1680,0,0
13462,50000,2,3,1,46,0,0,0,0,0,0,21453,22365,12874,13341,10556,9396,0
13463,50000,1,1,2,25,0,0,0,0,0,0,49654,49917,25239,10228,10107,9178,0
13464,90000,2,2,1,26,0,0,0,0,-1,-1,47121,49332,47590,50000,780,0,0
13465,20000,1,1,2,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,1000,1
13466,140000,2,2,1,26,0,0,0,2,2,2,75289,90613,54597,31734,27211,23784,0
13467,30000,1,3,3,45,0,0,2,0,0,2,21325,24355,23670,24002,26373,25798,0
13468,230000,1,1,2,28,0,0,0,2,-1,-1,6289,10112,8637,7277,2818,2455,0
13469,1.00E+05,1,3,1,36,2,0,0,2,0,0,8674,10520,13337,12829,15446,17178,1
13470,240000,2,1,2,46,2,2,-2,-1,0,-1,456,0,0,2240,1681,2267,0
13471,2.00E+05,1,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
13472,80000,1,1,2,26,0,0,0,0,0,0,83593,72883,67337,60807,59088,47829,0
13473,360000,1,1,1,56,-1,-1,-2,-1,-1,-1,1094,0,0,1149,2386,5103,0
13474,150000,1,2,2,37,0,0,0,0,0,0,71341,62432,56091,58919,60363,40448,0
13475,130000,1,2,2,27,0,0,0,0,0,0,29078,30110,31119,31891,32429,33035,0
13476,30000,2,2,1,56,0,0,2,0,0,2,11564,14099,13580,13657,16356,16540,0
13477,250000,1,1,2,33,0,0,0,0,0,0,28306,20367,19509,42394,46739,55573,0
13478,5.00E+05,1,1,1,42,-2,-2,-2,-2,-1,0,38525,6281,12855,18041,286939,286836,1
13479,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,17760,17327,1
13480,390000,1,1,1,41,2,2,2,2,2,2,167795,171245,167317,175283,179140,182864,1
13481,390000,2,1,2,27,0,0,0,0,0,0,78549,81775,82963,84236,84971,87112,0
13482,360000,1,2,2,37,1,-2,-1,-1,-1,-1,-490,-870,390,-710,260,10,0
13483,90000,2,2,1,25,0,0,0,0,0,0,57846,50663,45515,42599,38559,36337,0
13484,1.00E+05,2,3,1,35,0,0,0,0,0,0,47843,48885,49904,50774,51957,52991,0
13485,30000,1,3,1,31,2,-1,-1,-1,-1,-1,390,390,390,0,780,0,0
13486,160000,1,3,2,25,0,0,-2,-2,-2,-2,31400,0,0,0,0,0,0
13487,20000,1,1,2,26,1,2,0,0,0,0,15397,10403,7207,7351,7512,8380,0
13488,240000,2,1,2,36,0,0,0,0,0,0,7283,5266,5113,7113,7113,4178,0
13489,80000,1,1,2,26,2,3,2,2,2,2,61851,62271,63154,63519,64351,67122,1
13490,30000,2,2,2,22,0,0,0,0,0,0,29668,29744,29068,29567,29144,29541,0
13491,150000,1,2,1,45,0,0,0,0,0,0,44832,46939,57181,49453,86869,79150,0
13492,160000,2,2,2,28,0,0,0,0,0,0,84668,88294,91784,108310,103166,104677,0
13493,20000,2,1,1,58,0,0,0,0,0,0,17241,18463,19640,19114,18679,15000,0
13494,230000,1,1,1,45,0,0,0,0,0,0,26071,27937,28774,29202,29683,30277,0
13495,1.00E+05,2,2,1,46,0,0,0,0,0,0,98200,74247,71635,72809,74100,75316,0
13496,420000,1,2,2,39,0,0,0,0,0,0,204984,209929,190689,173547,176980,180109,0
13497,480000,2,2,1,37,-1,-1,-1,-1,-1,-1,24887,27984,82870,52263,19518,14785,0
13498,10000,1,3,1,37,-1,-1,-1,-1,-1,-1,678,500,381,2977,1000,0,1
13499,180000,2,3,1,41,2,2,2,0,0,0,100094,101204,98680,100644,102750,104792,1
13500,2.00E+05,1,1,2,32,-2,-2,-2,-2,-1,-1,47244,92754,57928,523,223,7037,0
13501,140000,1,2,2,36,1,2,2,2,2,2,44570,45563,46115,47053,48150,49009,1
13502,20000,2,1,1,23,0,0,0,0,0,0,11862,11259,12482,10528,9293,17099,0
13503,80000,2,1,2,39,-2,-1,-1,-1,-1,-1,-224,1357,3446,4969,0,2650,0
13504,10000,2,2,1,29,0,0,0,0,0,0,7170,8158,9593,10104,9923,8032,1
13505,50000,1,2,1,35,-1,2,0,0,0,0,15609,14686,15831,16884,18070,19218,1
13506,340000,1,3,2,38,-2,-2,-2,-2,-2,-2,660,1131,291,291,291,291,0
13507,330000,2,2,2,39,0,0,0,0,0,0,156853,139687,120586,123152,115105,85737,0
13508,230000,2,1,1,47,-1,-1,-1,0,0,-1,740,740,10860,10120,7050,740,0
13509,360000,1,1,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
13510,30000,2,3,3,48,0,0,2,0,0,0,18385,20422,18905,24817,29220,17260,0
13511,5.00E+05,1,1,2,42,2,0,0,0,0,0,419352,428101,436809,443840,452841,468305,1
13512,2.00E+05,1,1,1,42,-1,-1,-1,-1,-1,0,3664,718,2946,390,390,390,0
13513,50000,2,2,1,55,0,0,0,0,0,0,41768,42561,42871,7606,11267,14453,1
13514,240000,2,3,2,36,0,0,0,0,0,0,236267,239009,193335,194976,197168,196918,1
13515,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0
13516,20000,2,3,2,24,1,-1,-1,-2,-2,-2,-8,4485,0,0,0,0,1
13517,60000,2,3,2,49,1,2,0,0,0,0,28763,25470,24125,22597,20784,15599,0
13518,160000,1,2,2,24,0,0,0,0,0,0,76054,73992,73246,71321,141494,72913,0
13519,2.00E+05,2,1,2,31,-1,-1,0,0,0,-1,1041,1053,3042,1381,1381,27106,0
13520,70000,2,2,1,33,0,0,0,0,0,-1,43981,33439,24926,10681,7431,4705,0
13521,140000,1,1,2,35,0,0,0,0,0,0,10339,18276,25852,14390,13728,2905,0
13522,460000,1,1,1,44,-1,-1,-1,-1,-1,-1,15264,51372,103119,68541,28269,75942,0
13523,160000,2,2,2,36,-2,-2,-1,-1,-1,-1,2992,1300,8899,6257,-1197,12151,0
13524,2.00E+05,2,2,1,40,-1,-1,-1,-2,-2,-2,6699,4856,-3,-3,-3,-3,0
13525,80000,2,3,2,55,0,0,0,0,0,0,78009,78616,49662,48867,48278,46773,0
13526,310000,2,1,1,47,-2,-2,-2,-2,-2,-2,5202,6495,5781,7754,12315,14099,0
13527,290000,2,2,1,29,2,2,0,0,0,0,63872,62290,63624,64427,62853,63923,1
13528,120000,1,1,2,27,0,0,2,0,0,0,11472,13485,11649,11435,11400,12661,0
13529,20000,1,3,2,31,2,2,2,2,2,2,13335,15617,15090,16859,16472,21819,0
13530,90000,1,1,2,29,-1,-1,-1,0,-1,-1,140,0,280,140,133,2506,0
13531,60000,1,1,1,60,-1,-1,-1,-1,-1,-1,390,390,2840,390,390,769,0
13532,260000,1,2,1,39,2,0,0,2,0,0,110529,113505,114531,111037,95454,96370,1
13533,180000,2,2,2,30,0,0,0,0,0,0,167539,171133,173037,170470,174373,163873,0
13534,50000,1,3,2,41,0,0,0,0,0,0,15502,14446,10339,10766,10945,11214,0
13535,50000,1,3,1,40,0,0,0,0,0,0,34582,25281,15264,12465,13262,13523,0
13536,50000,1,3,2,53,0,0,0,0,0,0,48019,49127,43711,33626,19371,19808,0
13537,2.00E+05,2,1,2,32,0,0,0,0,0,0,14254,19902,17822,15022,13051,10790,0
13538,170000,1,2,1,35,-1,-1,-1,0,0,-1,3995,6300,15291,9085,5801,6603,0
13539,50000,2,1,2,22,0,0,0,0,0,0,49086,48614,44211,27415,26630,8551,0
13540,440000,1,3,1,47,0,-1,-1,-1,-1,-1,98161,1238,1238,1238,1238,2165,1
13541,1.00E+05,1,2,1,28,-1,-1,-2,-2,-2,-2,10000,0,0,0,0,0,0
13542,50000,1,3,2,49,0,0,0,2,0,0,26116,27192,29535,28761,29298,30111,1
13543,220000,1,1,1,47,0,0,0,0,0,0,85224,69475,69651,68255,61183,60982,0
13544,150000,2,3,2,43,-2,-2,-2,-2,-2,-2,1622,12946,0,0,1761,18304,0
13545,20000,1,1,2,28,1,-2,-2,-2,-1,0,0,0,0,0,12723,30000,0
13546,160000,2,2,1,39,1,2,2,-2,-2,-2,40712,29920,0,0,0,0,0
